Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
40,1,9,4,5,3,3,0,1,1,2,23231,Self Enquiry,Large Business,Female,Deluxe,Unmarried,Manager
35,1,17,3,4,5,3,1,5,1,1,24884,Company Invited,Small Business,Male,Standard,Divorced,Senior Manager
39,1,28,2,3,5,2,1,5,1,0,25880,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
37,1,13,1,3,3,5,0,1,0,0,28664,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
30,1,24,3,3,3,2,0,1,1,2,17632,Self Enquiry,Salaried,Female,Basic,Single,Executive
36,1,9,4,4,5,3,1,1,1,2,20752,Self Enquiry,Salaried,Female,Basic,Married,Executive
44,1,13,4,5,3,3,1,4,1,2,22759,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
27,1,11,2,4,3,2,1,3,0,0,27808,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
32,2,29,3,6,3,3,0,1,0,2,28530,Self Enquiry,Salaried,Male,Basic,Married,Executive
30,1,9,3,3,3,2,0,3,1,1,17083,Company Invited,Small Business,Female,Basic,Married,Executive
38,1,31,2,4,4,4,0,3,1,0,27061,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
36,1,9,4,4,5,4,0,4,0,1,23771,Company Invited,Salaried,Female,Deluxe,Married,Manager
32,3,13,4,6,3,6,1,3,0,3,24850,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
40,1,6,3,4,4,2,0,1,1,1,28503,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
46,3,8,3,5,4,4,1,5,1,0,31872,Self Enquiry,Large Business,Female,Super Deluxe,Married,AVP
29,1,12,2,3,3,2,0,3,0,0,18131,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
48,3,34,4,2,3,6,1,4,1,3,25075,Company Invited,Salaried,Fe Male,Deluxe,Unmarried,Manager
32,1,15,3,3,3,2,1,5,1,2,21322,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
36,1,14,4,4,4,3,1,3,1,2,24041,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
30,3,9,4,4,3,3,0,2,1,2,23327,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
35,1,9,4,4,3,4,0,4,1,3,22711,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
54,1,13,3,4,3,4,0,5,1,2,21128,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
35,3,26,4,2,3,2,1,1,0,1,23982,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
41,1,16,3,4,4,2,1,4,0,1,22295,Company Invited,Small Business,Male,Basic,Married,Executive
25,1,25,3,4,3,2,0,4,0,1,21452,Self Enquiry,Salaried,Male,Basic,Married,Executive
37,1,11,4,4,4,2,0,3,1,2,23809,Company Invited,Salaried,Female,Deluxe,Married,Manager
30,3,6,3,4,5,2,0,4,1,1,24714,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
32,3,17,3,4,3,4,1,1,0,1,25261,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
34,3,12,3,4,3,3,1,2,1,1,21529,Self Enquiry,Small Business,Female,Basic,Unmarried,Executive
20,1,10,2,3,5,2,0,3,1,1,17973,Self Enquiry,Large Business,Male,Basic,Single,Executive
37,1,10,4,2,5,8,0,1,1,3,25520,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
30,3,32,2,4,5,6,0,1,1,1,21696,Company Invited,Small Business,Female,Deluxe,Unmarried,Manager
34,1,13,2,4,3,5,0,5,1,1,26403,Company Invited,Salaried,Male,Deluxe,Married,Manager
33,1,9,3,5,5,6,0,4,0,2,20854,Self Enquiry,Large Business,Male,Deluxe,Single,Manager
38,1,18,3,4,3,3,1,3,1,2,30863,Company Invited,Salaried,Male,Standard,Married,Senior Manager
35,3,11,4,4,3,4,1,4,0,3,28391,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
29,1,34,3,6,5,2,0,4,1,1,23886,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
41,1,17,3,3,3,5,1,3,0,2,20891,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
59,2,8,2,4,3,1,0,1,0,1,33844,Company Invited,Salaried,Female,King,Married,VP
56,3,9,3,5,3,2,0,5,0,1,32255,Company Invited,Salaried,Female,Basic,Single,Executive
28,1,10,3,4,3,3,0,2,1,1,20384,Company Invited,Small Business,Male,Basic,Divorced,Executive
28,1,9,3,4,4,2,0,5,1,1,22146,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
27,3,8,2,1,3,1,0,1,0,1,21500,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
50,2,9,3,3,4,2,0,1,1,2,33200,Company Invited,Small Business,Male,King,Married,VP
38,1,6,2,3,3,5,1,1,0,1,22861,Self Enquiry,Salaried,Female,Standard,Unmarried,Senior Manager
34,1,11,2,4,5,3,0,2,0,0,26631,Self Enquiry,Small Business,Fe Male,Standard,Unmarried,Senior Manager
42,1,10,2,3,3,2,0,1,0,0,34232,Self Enquiry,Large Business,Male,King,Married,VP
31,1,12,4,5,3,2,0,5,0,1,22439,Company Invited,Salaried,Male,Basic,Married,Executive
37,2,20,3,4,4,6,0,3,1,1,20821,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
46,3,8,2,3,5,4,0,2,0,1,33947,Self Enquiry,Small Business,Female,King,Single,VP
41,3,10,2,3,4,2,0,3,1,0,24355,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
56,1,15,3,5,4,3,1,3,1,2,32255,Company Invited,Small Business,Male,Super Deluxe,Married,AVP
27,1,9,3,5,3,2,0,3,0,1,22582,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
44,1,16,3,3,3,2,1,3,1,2,17936,Self Enquiry,Salaried,Male,Basic,Single,Executive
29,1,7,4,5,3,3,0,4,0,2,20241,Self Enquiry,Salaried,Male,Basic,Married,Executive
29,1,6,2,3,3,1,0,2,0,0,17058,Self Enquiry,Large Business,Male,Basic,Single,Executive
32,1,6,3,4,4,7,0,3,0,2,17332,Company Invited,Salaried,Female,Basic,Married,Executive
35,1,23,4,5,3,3,0,5,1,3,21231,Company Invited,Salaried,Female,Basic,Single,Executive
33,1,14,2,1,5,7,0,3,1,1,18143,Self Enquiry,Salaried,Male,Basic,Married,Executive
33,3,33,4,4,3,2,0,4,1,3,23143,Company Invited,Small Business,Male,Deluxe,Divorced,Manager
43,1,33,2,3,5,1,0,4,1,0,25820,Company Invited,Salaried,Female,Standard,Married,Senior Manager
44,2,9,4,4,3,2,0,1,0,1,22217,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
29,1,16,4,4,3,7,0,3,1,2,21055,Self Enquiry,Small Business,Female,Basic,Married,Executive
21,1,11,3,4,5,3,0,3,1,1,21651,Self Enquiry,Large Business,Male,Basic,Unmarried,Executive
38,3,9,4,4,3,6,1,3,0,3,28280,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
39,3,8,2,1,3,1,0,2,1,1,22880,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
34,3,15,3,3,3,2,0,1,0,0,20714,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
37,1,7,3,4,4,2,0,5,0,1,23906,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
51,1,12,2,3,3,1,0,5,1,0,34537,Self Enquiry,Salaried,Male,King,Single,VP
35,1,12,2,5,3,2,0,5,1,0,21646,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
37,1,10,3,4,3,7,0,1,0,2,21513,Self Enquiry,Salaried,Female,Basic,Married,Executive
47,1,8,2,3,3,2,1,4,1,0,31752,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
29,1,14,3,4,3,2,1,3,0,0,20056,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
56,1,6,2,3,5,3,0,5,1,1,17066,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
40,1,32,2,3,4,2,0,2,1,0,20605,Company Invited,Small Business,Female,Deluxe,Married,Manager
42,1,9,4,5,3,4,1,1,0,1,25489,Company Invited,Salaried,Fe Male,Deluxe,Unmarried,Manager
45,3,19,2,1,3,7,1,3,1,0,33824,Self Enquiry,Small Business,Male,Super Deluxe,Single,AVP
45,1,8,3,4,3,1,0,4,1,0,31792,Company Invited,Small Business,Male,Super Deluxe,Divorced,AVP
41,3,8,2,3,4,2,0,3,1,1,31015,Self Enquiry,Salaried,Male,Super Deluxe,Single,AVP
51,3,32,3,3,3,3,0,3,0,1,31307,Self Enquiry,Small Business,Female,Super Deluxe,Divorced,AVP
32,1,7,4,5,5,3,0,4,1,2,20896,Self Enquiry,Salaried,Male,Basic,Married,Executive
28,3,15,3,3,3,2,0,3,1,0,20253,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
32,1,12,3,4,3,2,1,4,0,2,23499,Self Enquiry,Large Business,Male,Basic,Divorced,Executive
43,1,10,4,2,3,4,1,5,0,1,23909,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
38,1,9,4,5,3,8,1,3,0,1,20768,Self Enquiry,Free Lancer,Male,Basic,Single,Executive
46,3,11,3,3,3,5,1,5,1,1,20772,Company Invited,Small Business,Male,Deluxe,Single,Manager
44,3,32,4,5,3,7,0,4,1,2,29476,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
41,3,29,4,5,3,4,1,3,1,2,25058,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
40,1,21,3,4,3,2,0,1,1,1,25435,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
42,3,32,3,3,4,6,0,3,1,2,28525,Company Invited,Small Business,Female,Super Deluxe,Divorced,AVP
40,2,10,3,2,4,2,0,1,0,1,25067,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
27,1,23,2,3,3,2,1,5,1,0,17394,Self Enquiry,Salaried,Female,Basic,Single,Executive
48,3,8,2,4,4,1,1,1,1,0,22898,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
39,1,16,3,3,5,3,0,5,1,2,20377,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
36,1,29,3,6,3,2,0,4,1,2,22908,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
51,3,10,3,5,3,3,1,4,0,1,21361,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
48,3,10,3,4,3,2,1,5,1,2,32448,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
35,3,23,3,3,5,4,1,3,1,1,23966,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
31,1,27,3,4,5,2,0,4,1,1,28635,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
26,1,11,2,4,3,2,1,1,0,1,17366,Company Invited,Small Business,Female,Basic,Married,Executive
54,1,25,3,3,5,1,1,3,0,0,20485,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
39,1,9,4,4,3,8,1,4,0,1,21735,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
44,1,16,2,3,3,3,1,3,0,1,21465,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
48,1,10,2,4,3,3,0,5,1,1,30202,Company Invited,Small Business,Male,Super Deluxe,Married,AVP
43,1,13,2,3,5,1,0,5,1,0,24985,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
34,3,8,2,3,3,2,0,5,0,0,21274,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
27,3,36,3,4,3,7,0,5,0,1,22984,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
32,3,27,3,4,3,3,0,2,1,1,25610,Company Invited,Small Business,Female,Deluxe,Divorced,Manager
31,3,36,3,4,4,5,0,4,0,2,27928,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
36,1,11,3,3,4,1,0,2,0,2,20914,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
55,3,10,3,4,5,4,0,4,1,2,24618,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
51,1,8,2,5,4,6,0,1,0,1,20482,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
41,1,21,3,5,3,3,0,3,1,2,38304,Self Enquiry,Small Business,Male,King,Single,VP
59,3,31,2,3,5,1,0,3,1,0,22637,Self Enquiry,Salaried,Female,Standard,Unmarried,Senior Manager
24,1,15,2,3,5,3,1,3,0,1,18172,Company Invited,Small Business,Male,Basic,Single,Executive
46,3,8,3,3,5,1,0,1,1,1,32048,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
51,3,27,3,3,3,1,1,5,1,1,20441,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
47,1,6,3,3,4,1,0,5,0,0,26957,Company Invited,Small Business,Female,Standard,Married,Senior Manager
44,3,16,3,6,3,2,0,2,1,2,24024,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
36,1,16,4,5,3,3,1,4,1,3,29363,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
41,1,9,4,4,3,3,0,3,1,3,23339,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
56,1,13,3,3,3,1,0,4,1,2,17339,Self Enquiry,Large Business,Male,Basic,Married,Executive
38,1,12,3,2,3,2,0,5,1,1,22178,Company Invited,Large Business,Male,Basic,Unmarried,Executive
35,3,16,2,4,5,1,0,5,1,1,25306,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
29,1,9,3,4,3,2,0,1,0,2,26935,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
44,1,14,3,4,5,2,0,5,1,1,28663,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
44,1,16,4,4,3,5,1,3,1,1,24357,Company Invited,Small Business,Male,Deluxe,Married,Manager
38,1,29,2,4,3,1,0,3,1,0,24526,Company Invited,Salaried,Male,Standard,Unmarried,Senior Manager
25,1,24,3,5,3,3,0,3,0,1,23055,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
42,1,27,2,3,3,3,0,2,0,0,20265,Company Invited,Small Business,Female,Deluxe,Married,Manager
39,3,10,2,4,3,5,0,5,1,1,20902,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
26,1,7,3,4,3,6,0,5,1,2,21907,Self Enquiry,Large Business,Male,Basic,Divorced,Executive
30,3,18,3,4,5,2,0,5,1,2,17033,Company Invited,Salaried,Male,Basic,Married,Executive
36,1,14,2,3,3,2,0,4,1,1,25096,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
35,1,28,3,1,4,1,0,5,1,2,26996,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
28,1,15,3,3,3,2,0,2,1,1,17070,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
26,3,12,3,5,3,3,1,3,1,1,24422,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
30,1,15,2,4,3,2,0,4,1,1,17206,Self Enquiry,Small Business,Male,Basic,Single,Executive
36,3,9,2,4,3,2,1,1,1,0,25325,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
30,1,31,4,5,3,3,1,3,1,3,21117,Company Invited,Salaried,Male,Basic,Single,Executive
50,3,5,2,3,3,5,1,5,0,1,34331,Self Enquiry,Small Business,Male,King,Married,VP
29,3,8,3,4,4,3,0,4,0,1,21644,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
44,3,16,3,6,3,2,0,1,0,1,24024,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
32,1,10,4,4,3,2,0,4,1,3,32353,Company Invited,Small Business,Male,Standard,Married,Senior Manager
24,1,27,2,4,5,1,0,3,0,0,17296,Self Enquiry,Large Business,Male,Basic,Married,Executive
27,1,18,3,4,5,3,1,3,1,2,23419,Company Invited,Small Business,Male,Deluxe,Divorced,Manager
40,1,14,3,4,3,2,1,4,1,2,24094,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
23,1,23,4,2,3,3,1,3,0,3,21613,Company Invited,Small Business,Male,Basic,Married,Executive
43,1,27,3,3,3,1,0,4,0,2,17258,Company Invited,Small Business,Male,Basic,Divorced,Executive
33,1,13,2,3,3,2,0,5,1,1,20968,Company Invited,Salaried,Male,Deluxe,Married,Manager
50,1,15,3,3,3,5,0,5,1,2,17380,Self Enquiry,Salaried,Male,Basic,Married,Executive
28,1,10,4,5,3,3,1,1,0,3,21244,Company Invited,Small Business,Male,Basic,Married,Executive
53,3,6,2,3,5,1,0,1,1,1,23381,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
50,3,6,3,3,3,1,0,2,1,1,21347,Company Invited,Salaried,Female,Deluxe,Divorced,Manager
35,1,24,3,4,3,3,1,5,1,1,23216,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
34,3,7,3,2,5,4,0,3,0,2,24054,Company Invited,Salaried,Female,Deluxe,Married,Manager
46,3,6,3,3,5,2,0,2,1,1,25453,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
52,1,17,2,3,3,1,0,1,1,0,18149,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
47,3,9,4,6,4,5,1,5,1,1,35550,Self Enquiry,Large Business,Female,Super Deluxe,Married,AVP
44,1,15,3,3,5,2,1,3,1,0,17559,Self Enquiry,Salaried,Male,Basic,Married,Executive
33,1,32,3,4,3,3,1,5,0,1,21473,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
25,3,34,2,4,3,3,0,4,1,1,23639,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
44,3,9,4,4,3,3,1,3,0,1,26525,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
33,1,6,3,3,3,2,1,2,1,0,28458,Company Invited,Salaried,Fe Male,Standard,Unmarried,Senior Manager
37,1,17,4,4,3,5,0,3,0,3,25772,Self Enquiry,Large Business,Female,Standard,Divorced,Senior Manager
30,1,13,2,4,4,2,0,5,0,0,17141,Self Enquiry,Small Business,Male,Basic,Married,Executive
42,3,13,3,4,3,3,0,5,1,1,27919,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
30,1,9,3,3,3,2,0,3,1,1,17083,Company Invited,Small Business,Female,Basic,Married,Executive
37,1,10,3,4,4,3,0,3,0,2,22370,Company Invited,Large Business,Male,Basic,Married,Executive
32,1,16,3,5,4,2,1,3,1,1,21335,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
31,1,26,3,3,3,4,0,3,1,0,24824,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
50,1,15,4,5,4,3,0,1,0,1,23808,Company Invited,Salaried,Male,Deluxe,Married,Manager
34,1,9,4,4,3,6,0,3,0,3,21174,Self Enquiry,Small Business,Male,Basic,Single,Executive
39,1,19,2,5,5,4,0,5,1,1,24966,Company Invited,Salaried,Male,Deluxe,Married,Manager
34,3,10,3,3,3,3,1,4,0,2,24713,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
48,3,11,4,4,3,5,0,4,0,3,21654,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
33,3,14,2,4,3,1,0,2,1,1,17342,Company Invited,Salaried,Female,Basic,Single,Executive
43,1,28,3,4,3,4,0,1,0,1,23943,Company Invited,Small Business,Female,Deluxe,Married,Manager
46,3,27,3,4,3,2,0,1,1,1,23528,Self Enquiry,Salaried,Female,Deluxe,Unmarried,Manager
37,1,23,3,2,5,3,0,1,1,1,21421,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
31,3,26,2,3,3,2,0,2,1,0,21932,Company Invited,Small Business,Female,Deluxe,Divorced,Manager
23,1,18,3,4,4,3,0,1,1,2,20922,Self Enquiry,Small Business,Female,Basic,Married,Executive
39,1,11,3,4,3,2,0,5,0,1,21984,Self Enquiry,Small Business,Female,Basic,Married,Executive
41,1,13,4,4,3,2,0,5,1,1,31915,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
42,3,20,3,4,3,1,0,3,0,0,21244,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
33,1,11,3,3,4,7,0,3,1,2,26878,Company Invited,Salaried,Female,Standard,Divorced,Senior Manager
33,3,13,3,4,3,3,0,5,1,2,23688,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
37,1,10,2,4,4,6,0,2,1,1,23163,Self Enquiry,Large Business,Male,Deluxe,Unmarried,Manager
43,3,21,2,4,3,4,0,5,1,0,21804,Company Invited,Salaried,Male,Deluxe,Married,Manager
36,3,19,3,4,5,6,1,1,1,0,21134,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
37,1,25,3,2,3,6,0,5,1,2,22366,Company Invited,Salaried,Male,Basic,Married,Executive
49,1,10,2,4,3,3,0,3,0,1,33711,Self Enquiry,Small Business,Male,King,Married,VP
45,1,26,3,5,5,3,1,3,0,0,25851,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
29,1,9,3,4,3,8,0,3,1,2,23060,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
41,1,33,4,5,3,5,1,2,1,1,23100,Company Invited,Small Business,Female,Deluxe,Divorced,Manager
40,1,31,3,4,3,2,0,4,1,1,22786,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
42,1,13,3,1,4,7,1,1,0,0,17372,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
33,1,10,3,4,3,5,0,2,1,2,29837,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
39,1,30,3,4,3,2,0,3,0,2,24423,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
36,3,6,2,3,3,5,0,2,1,1,21653,Company Invited,Small Business,Female,Deluxe,Unmarried,Manager
32,3,14,3,5,3,5,0,4,1,2,21007,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
20,1,17,3,4,5,2,1,3,1,2,17600,Self Enquiry,Small Business,Female,Basic,Single,Executive
41,1,20,2,3,3,5,0,4,1,1,17451,Self Enquiry,Salaried,Male,Basic,Married,Executive
55,1,8,3,4,3,1,0,5,0,0,17662,Self Enquiry,Large Business,Male,Basic,Married,Executive
25,1,7,4,4,3,4,1,3,1,3,20971,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
32,3,15,3,4,3,3,0,3,1,1,29471,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
36,3,11,3,4,5,2,1,4,1,2,28260,Self Enquiry,Large Business,Male,Standard,Unmarried,Senior Manager
30,1,34,3,3,3,2,0,3,0,2,20775,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
36,1,30,2,3,4,1,0,3,1,1,20674,Company Invited,Salaried,Female,Deluxe,Married,Manager
19,3,12,4,4,4,3,1,4,1,3,20556,Company Invited,Small Business,Male,Basic,Single,Executive
38,1,12,4,4,3,2,0,3,1,3,25025,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
36,1,7,3,5,3,8,0,1,1,2,20936,Self Enquiry,Small Business,Male,Basic,Married,Executive
33,3,14,2,3,5,3,0,5,1,0,21392,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
35,1,6,3,3,5,5,0,2,0,1,17194,Company Invited,Small Business,Male,Basic,Divorced,Executive
32,3,13,4,2,3,6,0,5,1,2,24138,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
28,3,11,3,3,3,2,0,3,1,0,19908,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
29,1,9,4,4,3,4,0,4,0,2,22163,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
33,3,17,3,4,3,3,0,4,1,2,24074,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
49,1,7,3,5,5,2,0,4,0,1,34080,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
36,3,9,2,3,4,4,1,4,0,1,24278,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
48,1,9,4,4,3,7,0,2,0,2,23748,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
38,1,8,3,1,5,7,1,2,1,2,20980,Company Invited,Salaried,Female,Deluxe,Single,Manager
48,3,22,3,3,3,1,0,4,1,0,21439,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
31,3,6,2,3,4,2,1,5,1,1,17302,Company Invited,Salaried,Female,Basic,Single,Executive
26,1,14,4,5,3,3,0,2,1,3,21567,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
36,1,9,3,4,3,4,0,3,0,2,24440,Company Invited,Small Business,Male,Deluxe,Married,Manager
43,1,15,3,3,3,4,1,3,1,0,20679,Company Invited,Small Business,Male,Deluxe,Married,Manager
39,1,9,4,2,5,8,1,2,1,3,24658,Company Invited,Salaried,Fe Male,Deluxe,Unmarried,Manager
35,1,12,2,5,3,2,0,5,0,1,21646,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
51,1,14,2,4,4,6,0,3,1,1,27490,Self Enquiry,Salaried,Male,Standard,Divorced,Senior Manager
45,1,15,2,3,4,1,0,4,1,0,17348,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
44,1,19,3,5,4,3,0,3,0,2,33014,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
41,1,15,4,5,3,3,1,4,1,3,27772,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
38,1,17,4,4,3,8,0,3,0,3,28726,Company Invited,Small Business,Male,Standard,Married,Senior Manager
51,1,35,4,2,3,3,1,1,0,2,21899,Self Enquiry,Small Business,Male,Basic,Married,Executive
23,1,10,3,4,3,2,1,5,1,2,22849,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
50,1,8,3,3,5,2,0,5,1,1,32924,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
59,2,12,2,3,3,1,0,4,1,0,17267,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
34,2,9,3,4,3,3,0,2,0,1,22278,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
28,1,30,2,4,3,6,1,2,0,0,17028,Self Enquiry,Salaried,Male,Basic,Single,Executive
52,1,9,3,6,4,7,0,1,0,2,24160,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
51,3,10,3,5,3,3,1,4,1,2,21361,Self Enquiry,Small Business,Male,Basic,Married,Executive
31,1,6,3,4,5,2,0,4,0,0,17218,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
28,1,30,2,3,4,2,1,1,0,0,17408,Self Enquiry,Small Business,Male,Basic,Married,Executive
41,1,22,4,5,3,3,0,1,1,2,29113,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
48,1,9,4,4,3,7,0,1,0,1,23748,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
27,3,14,2,3,3,2,0,1,1,0,23726,Company Invited,Salaried,Male,Standard,Unmarried,Senior Manager
33,1,21,2,3,3,1,1,5,0,0,28610,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
28,1,26,4,5,5,3,0,1,0,1,22744,Self Enquiry,Salaried,Male,Basic,Married,Executive
33,1,8,3,3,3,5,0,3,0,2,17496,Self Enquiry,Small Business,Male,Basic,Single,Executive
36,2,14,3,4,5,1,0,2,1,2,17342,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
32,1,31,4,5,5,3,0,5,1,1,25490,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
30,3,9,4,4,3,3,0,1,1,2,23327,Company Invited,Salaried,Male,Deluxe,Married,Manager
29,1,16,3,4,5,7,1,5,1,0,17404,Self Enquiry,Salaried,Female,Basic,Single,Executive
35,1,13,3,4,5,4,0,2,1,2,21638,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
31,3,13,3,3,3,5,0,1,0,0,22547,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
