Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
32,3,36,4,5,3,3,0,3,1,1,24146,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
36,1,35,3,2,3,3,0,5,1,1,22085,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
26,3,34,3,3,4,2,0,3,1,0,21272,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
50,1,15,3,4,4,6,0,4,0,2,26081,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
28,2,29,3,5,4,3,0,1,1,1,21541,Company Invited,Salaried,Female,Basic,Married,Executive
42,1,13,3,4,5,4,1,4,1,1,23399,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
19,2,8,2,4,3,2,0,3,0,0,17564,Self Enquiry,Large Business,Male,Basic,Single,Executive
40,1,15,3,4,3,3,0,1,1,2,22433,Company Invited,Salaried,Female,Basic,Married,Executive
41,1,11,2,1,4,4,0,5,1,0,21870,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
30,1,9,4,4,4,2,0,4,1,1,21381,Self Enquiry,Salaried,Male,Basic,Married,Executive
28,1,31,4,5,3,3,1,3,1,2,21212,Company Invited,Salaried,Male,Basic,Single,Executive
27,1,12,2,4,3,2,0,2,1,1,17539,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
42,3,18,2,3,5,1,1,5,1,1,28758,Company Invited,Salaried,Male,Super Deluxe,Single,AVP
38,1,16,3,3,3,1,0,5,0,0,17684,Company Invited,Small Business,Male,Basic,Married,Executive
46,1,11,3,4,4,3,0,4,1,1,23125,Company Invited,Salaried,Male,Deluxe,Married,Manager
31,1,31,4,4,3,3,0,2,0,2,21371,Self Enquiry,Salaried,Male,Basic,Married,Executive
48,3,21,3,4,5,4,0,1,1,2,23638,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
32,1,27,4,4,3,5,0,3,1,1,28502,Company Invited,Salaried,Male,Standard,Married,Senior Manager
37,1,12,4,4,4,2,0,1,1,2,24592,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
30,1,32,4,5,4,7,0,3,0,3,21224,Self Enquiry,Large Business,Female,Basic,Divorced,Executive
29,1,9,4,5,4,2,0,2,0,3,21879,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
35,1,22,3,4,4,2,0,1,1,2,23606,Self Enquiry,Salaried,Fe Male,Standard,Unmarried,Senior Manager
49,1,14,2,3,4,5,0,4,0,0,22403,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
24,1,24,2,3,3,1,0,4,1,0,17774,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
49,1,7,3,2,3,4,0,2,0,1,35563,Company Invited,Small Business,Male,Super Deluxe,Single,AVP
42,1,14,3,2,3,3,0,3,1,2,22054,Self Enquiry,Large Business,Female,Basic,Divorced,Executive
31,1,13,2,3,3,4,0,3,0,1,20915,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
40,3,8,3,3,4,4,0,3,1,1,20677,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
35,1,16,3,4,3,2,0,5,1,2,27178,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
39,3,9,3,4,4,2,0,4,1,1,26029,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
25,3,31,3,4,3,2,0,4,0,2,21078,Company Invited,Small Business,Male,Basic,Divorced,Executive
36,1,15,3,3,3,3,0,5,1,2,20947,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
27,3,7,3,4,3,3,0,5,1,1,23974,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
27,1,9,3,2,3,3,0,3,1,2,24150,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
38,1,15,3,3,5,5,0,3,0,2,21893,Company Invited,Salaried,Male,Deluxe,Married,Manager
29,1,13,2,3,5,4,0,4,0,0,17062,Self Enquiry,Salaried,Male,Basic,Single,Executive
31,1,27,3,4,5,2,0,4,0,2,28635,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
50,1,25,4,4,3,3,1,2,0,2,25482,Company Invited,Salaried,Male,Deluxe,Married,Manager
35,1,24,2,1,5,2,0,3,0,1,20208,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
55,1,8,3,3,3,3,1,5,0,0,31659,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
35,1,31,2,3,3,2,1,3,0,1,25388,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
31,3,11,2,3,4,2,0,3,0,1,17789,Company Invited,Small Business,Female,Basic,Married,Executive
35,3,14,3,3,3,2,0,3,1,2,17572,Self Enquiry,Salaried,Female,Basic,Married,Executive
58,1,27,3,3,4,5,0,3,1,1,25008,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
32,1,8,3,3,5,2,0,1,1,1,17439,Self Enquiry,Large Business,Male,Basic,Single,Executive
45,1,24,4,6,3,4,0,4,1,1,20968,Company Invited,Salaried,Male,Basic,Single,Executive
31,3,14,4,4,5,2,0,3,1,1,23457,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
29,3,33,2,3,3,2,0,3,1,1,22639,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
34,1,10,4,4,5,3,1,5,1,3,22026,Company Invited,Salaried,Male,Basic,Unmarried,Executive
36,3,7,4,4,3,3,0,5,1,1,27467,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
58,1,6,2,5,3,3,1,2,1,1,20660,Company Invited,Salaried,Male,Deluxe,Married,Manager
55,3,15,2,5,4,2,0,1,1,1,34187,Self Enquiry,Small Business,Female,Basic,Single,Executive
29,1,15,4,4,3,3,0,4,0,2,21988,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
40,3,28,3,5,3,5,1,1,0,2,24798,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
36,3,25,4,4,5,2,0,3,0,1,20822,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
44,1,14,3,1,3,3,1,3,1,0,17818,Self Enquiry,Salaried,Male,Basic,Married,Executive
49,1,22,3,3,5,5,1,1,1,1,17587,Self Enquiry,Small Business,Female,Basic,Married,Executive
31,3,33,3,5,5,7,0,2,0,2,25374,Company Invited,Small Business,Fe Male,Deluxe,Unmarried,Manager
36,1,30,3,5,3,5,1,4,1,1,24594,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
33,1,12,3,2,3,5,1,1,0,2,21110,Company Invited,Salaried,Female,Basic,Single,Executive
41,1,19,3,4,5,4,0,1,1,2,23126,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
34,1,21,4,4,4,3,0,5,1,2,21434,Self Enquiry,Small Business,Female,Basic,Married,Executive
44,1,34,3,4,5,2,0,4,1,1,29498,Company Invited,Salaried,Female,Standard,Married,Senior Manager
28,1,9,3,4,5,3,0,3,1,2,21019,Self Enquiry,Salaried,Female,Basic,Married,Executive
37,3,17,3,4,3,3,0,2,1,2,28658,Company Invited,Small Business,Male,Standard,Single,Senior Manager
57,1,16,4,4,3,4,0,2,0,1,21620,Company Invited,Small Business,Female,Basic,Divorced,Executive
32,1,11,2,4,3,1,0,1,0,1,24679,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
39,1,36,3,4,3,3,0,3,1,1,21084,Company Invited,Salaried,Female,Deluxe,Single,Manager
29,1,7,3,5,4,3,0,4,1,1,21274,Company Invited,Small Business,Male,Basic,Married,Executive
29,1,28,3,4,3,3,0,2,0,1,21391,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
35,3,8,3,3,3,2,0,1,1,2,17014,Self Enquiry,Small Business,Female,Basic,Married,Executive
21,3,18,2,1,4,2,0,5,0,1,17716,Self Enquiry,Salaried,Female,Basic,Single,Executive
55,1,24,3,3,4,4,1,5,1,2,21385,Company Invited,Small Business,Male,Deluxe,Divorced,Manager
19,1,15,2,3,5,2,0,3,0,0,17552,Self Enquiry,Salaried,Male,Basic,Single,Executive
48,1,6,3,4,3,1,1,5,0,2,20381,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
50,3,6,3,3,3,1,0,1,0,1,21347,Company Invited,Salaried,Female,Deluxe,Married,Manager
29,2,15,4,5,3,3,0,2,0,2,23614,Self Enquiry,Small Business,Male,Basic,Married,Executive
30,1,28,3,3,5,3,0,5,1,2,28658,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
34,1,21,3,4,3,7,1,2,0,2,21114,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
51,1,8,2,5,4,6,0,2,0,0,20482,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
36,3,9,3,4,3,1,0,3,1,0,22644,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
33,1,20,2,3,3,6,1,1,1,1,17436,Self Enquiry,Small Business,Male,Basic,Married,Executive
46,1,13,3,3,3,7,0,1,1,1,25845,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
49,1,7,4,5,3,2,1,5,0,3,24059,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
53,3,14,4,4,3,4,1,4,1,3,27124,Company Invited,Small Business,Female,Basic,Married,Executive
36,3,9,2,4,3,5,0,1,0,0,24699,Company Invited,Small Business,Male,Standard,Married,Senior Manager
32,3,14,3,4,4,2,1,2,1,0,20228,Self Enquiry,Large Business,Female,Deluxe,Divorced,Manager
42,1,32,2,3,5,4,1,3,0,0,28191,Company Invited,Small Business,Female,Standard,Married,Senior Manager
30,1,17,4,4,4,2,0,5,0,1,21969,Company Invited,Salaried,Female,Basic,Married,Executive
35,3,28,4,3,3,3,0,3,1,1,24015,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
35,1,33,4,5,3,3,0,1,1,1,20707,Company Invited,Large Business,Female,Basic,Married,Executive
33,3,15,3,2,3,3,0,5,0,1,24887,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
28,1,8,2,4,5,1,0,4,0,0,17561,Company Invited,Small Business,Male,Basic,Single,Executive
55,1,17,4,4,5,8,1,1,0,1,23118,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
40,1,7,4,5,3,3,0,3,0,2,31420,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
33,3,9,3,5,4,2,1,1,1,1,28585,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
27,1,22,2,3,4,1,0,1,1,0,17811,Self Enquiry,Large Business,Female,Basic,Married,Executive
19,2,8,2,4,3,2,0,3,1,1,17564,Self Enquiry,Large Business,Male,Basic,Single,Executive
45,1,30,4,4,4,6,0,3,1,1,20720,Company Invited,Small Business,Male,Deluxe,Divorced,Manager
52,3,9,2,4,5,2,0,5,1,0,31856,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
30,1,23,3,3,5,2,1,4,0,2,26916,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
55,1,9,3,4,3,2,0,4,0,1,32227,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
36,2,19,2,3,4,5,0,3,1,0,17143,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
46,1,27,4,4,3,2,1,3,1,2,32174,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
32,3,27,4,2,3,2,0,5,1,2,21469,Company Invited,Salaried,Male,Basic,Divorced,Executive
29,1,10,4,4,4,2,0,4,0,1,26333,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
33,1,12,3,2,3,5,0,5,1,2,21990,Self Enquiry,Salaried,Female,Basic,Married,Executive
33,1,7,3,4,3,3,1,4,1,2,24840,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
52,1,34,2,1,3,3,1,4,0,0,28247,Company Invited,Small Business,Female,Super Deluxe,Divorced,AVP
36,1,12,4,4,4,2,0,3,1,2,26773,Self Enquiry,Large Business,Male,Standard,Unmarried,Senior Manager
38,1,9,4,5,3,7,0,2,0,2,23841,Company Invited,Salaried,Male,Deluxe,Married,Manager
37,1,13,3,6,3,3,0,2,0,1,21419,Self Enquiry,Salaried,Male,Basic,Married,Executive
44,1,35,4,2,3,6,0,3,0,3,23417,Company Invited,Small Business,Female,Basic,Unmarried,Executive
30,3,34,3,4,3,3,0,3,0,1,26317,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
41,3,29,4,5,3,4,1,3,1,1,25058,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
31,1,15,4,2,5,2,1,1,0,3,30094,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
48,1,10,3,4,3,1,0,5,1,0,25999,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
36,3,15,4,5,3,6,1,5,1,3,29055,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
53,1,13,2,3,3,4,0,1,1,1,33606,Self Enquiry,Small Business,Female,King,Married,VP
39,3,21,4,4,4,2,0,5,1,3,28602,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
50,1,15,4,5,4,3,0,3,1,3,23808,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
53,3,12,2,3,3,3,1,5,0,1,17306,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
43,1,31,3,4,5,3,1,1,1,1,26084,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
30,3,34,3,4,3,3,0,3,1,2,26317,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
42,1,8,2,3,3,6,0,3,1,1,33880,Self Enquiry,Salaried,Male,King,Married,VP
44,2,6,3,4,5,1,0,4,1,0,25482,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
46,1,8,2,3,3,7,0,5,0,0,32861,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
61,1,7,4,6,3,5,0,5,0,1,29561,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
34,1,32,3,5,4,6,1,4,0,1,20991,Self Enquiry,Small Business,Male,Basic,Single,Executive
23,1,10,2,1,5,3,0,4,0,1,17819,Self Enquiry,Small Business,Male,Basic,Married,Executive
28,3,9,4,4,3,3,1,4,0,2,23156,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
19,1,10,3,4,3,3,0,4,0,1,20098,Self Enquiry,Salaried,Male,Basic,Single,Executive
33,3,22,3,3,5,3,1,5,0,0,23564,Self Enquiry,Salaried,Fe Male,Standard,Unmarried,Senior Manager
43,1,8,3,3,3,7,1,3,0,0,25231,Company Invited,Salaried,Male,Basic,Married,Executive
30,3,11,1,4,3,2,0,1,1,0,21118,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
58,1,7,3,4,3,4,0,3,0,2,25433,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
42,1,21,3,4,3,6,0,4,1,2,21129,Self Enquiry,Salaried,Male,Basic,Married,Executive
35,3,21,2,5,3,7,1,1,1,1,20440,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
38,1,18,4,6,4,7,0,4,1,1,23455,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
26,1,27,2,3,3,2,0,5,1,1,17377,Self Enquiry,Small Business,Male,Basic,Married,Executive
59,1,20,2,3,3,1,1,5,1,0,25512,Company Invited,Salaried,Fe Male,Standard,Unmarried,Senior Manager
27,1,13,2,4,5,1,0,3,1,0,21811,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
43,3,31,3,4,3,6,0,4,1,1,25798,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
34,3,12,4,4,3,8,0,1,1,3,28676,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
38,1,28,4,2,5,3,1,3,1,1,22242,Self Enquiry,Salaried,Male,Basic,Married,Executive
32,3,9,4,4,3,6,1,5,1,2,25260,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
36,1,11,3,3,4,1,0,1,1,1,20914,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
48,3,35,3,3,3,4,0,4,0,0,27504,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
34,1,7,4,5,5,5,1,4,0,1,21477,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
37,1,31,3,4,4,2,0,3,1,2,24352,Company Invited,Salaried,Female,Deluxe,Married,Manager
42,1,19,3,4,3,5,1,3,1,1,23444,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
37,1,20,3,3,5,2,0,4,1,1,18034,Self Enquiry,Salaried,Female,Basic,Married,Executive
40,1,20,2,4,3,2,0,3,1,1,34626,Self Enquiry,Small Business,Male,King,Single,VP
28,1,13,3,5,3,3,0,2,1,2,21217,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
30,1,11,2,3,5,6,0,5,1,1,18204,Self Enquiry,Large Business,Female,Basic,Married,Executive
30,1,8,2,3,3,1,0,4,1,0,17564,Company Invited,Small Business,Female,Basic,Single,Executive
35,1,22,3,3,3,5,1,2,0,1,22632,Self Enquiry,Salaried,Male,Standard,Divorced,Senior Manager
37,1,8,3,4,3,6,0,1,1,2,20163,Company Invited,Salaried,Male,Deluxe,Married,Manager
54,3,8,2,4,3,7,0,5,1,0,25686,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
34,1,9,2,3,3,1,0,1,1,0,22756,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
39,3,14,3,5,3,2,0,2,1,2,22706,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
45,3,7,4,4,3,2,0,4,1,2,23446,Company Invited,Small Business,Female,Deluxe,Divorced,Manager
29,1,16,4,4,3,7,0,3,0,1,21055,Self Enquiry,Small Business,Female,Basic,Married,Executive
52,1,11,3,4,3,2,1,2,1,2,21139,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
48,3,11,3,4,3,3,1,3,1,2,22841,Self Enquiry,Salaried,Female,Deluxe,Unmarried,Manager
59,3,6,2,4,3,1,0,5,1,1,20473,Company Invited,Salaried,Female,Deluxe,Single,Manager
34,1,11,3,5,4,8,0,4,0,1,21300,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
50,1,14,3,5,3,2,0,2,1,2,29643,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
42,2,11,3,6,4,8,0,5,0,2,25108,Company Invited,Salaried,Male,Deluxe,Married,Manager
49,3,31,4,6,3,3,1,1,1,3,21237,Company Invited,Salaried,Male,Basic,Single,Executive
19,3,28,2,3,3,2,1,1,1,0,16675,Self Enquiry,Small Business,Male,Basic,Single,Executive
34,1,21,3,4,3,7,1,1,1,2,21114,Self Enquiry,Small Business,Male,Basic,Married,Executive
34,3,15,3,5,3,2,0,2,1,2,21020,Company Invited,Salaried,Female,Basic,Single,Executive
32,1,36,4,5,4,2,0,3,0,3,22157,Company Invited,Small Business,Male,Basic,Unmarried,Executive
28,1,7,3,4,5,7,0,3,1,1,17080,Self Enquiry,Large Business,Male,Basic,Single,Executive
40,3,10,3,4,3,6,1,4,1,2,23916,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
31,2,16,3,4,3,2,1,3,1,2,25025,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
40,3,28,3,6,3,8,0,5,0,1,24414,Company Invited,Salaried,Female,Deluxe,Married,Manager
35,1,31,3,4,4,4,0,3,1,1,25903,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
32,1,15,4,4,3,3,0,5,1,3,23102,Self Enquiry,Salaried,Female,Deluxe,Unmarried,Manager
53,3,8,2,3,3,7,0,3,1,0,29852,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
54,1,9,2,3,3,4,0,5,1,1,32779,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
38,1,26,3,4,3,5,0,1,0,1,24446,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
27,1,6,3,3,5,2,0,4,1,2,22412,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
54,1,15,3,3,3,4,0,5,0,1,17897,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
50,1,10,3,3,4,4,0,5,0,1,34144,Self Enquiry,Salaried,Male,King,Married,VP
40,1,20,2,4,3,2,0,3,1,1,34626,Self Enquiry,Small Business,Male,King,Single,VP
40,1,6,3,4,4,2,0,2,1,2,28503,Company Invited,Salaried,Male,Super Deluxe,Divorced,AVP
31,1,21,3,3,3,2,0,4,1,0,17610,Company Invited,Small Business,Male,Basic,Married,Executive
33,1,17,3,4,3,8,0,1,0,1,22111,Company Invited,Salaried,Male,Basic,Married,Executive
23,1,15,4,6,5,3,0,2,1,1,21129,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
43,2,9,3,4,3,2,1,4,1,2,21374,Self Enquiry,Large Business,Male,Basic,Married,Executive
42,1,19,3,1,5,6,0,4,1,0,20538,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
51,1,10,2,3,3,1,1,2,1,1,17461,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
30,1,26,2,3,5,1,0,4,0,1,24957,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
37,1,12,2,2,5,5,1,3,1,1,20974,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
32,1,9,3,3,5,2,0,2,1,1,21725,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
55,1,9,3,4,3,2,0,4,1,1,32227,Self Enquiry,Large Business,Female,Standard,Divorced,Senior Manager
33,1,9,4,4,3,2,0,3,1,2,21746,Company Invited,Salaried,Male,Basic,Unmarried,Executive
28,1,24,3,4,4,2,1,4,0,1,21736,Self Enquiry,Large Business,Male,Basic,Married,Executive
34,1,6,2,3,3,2,0,3,1,1,17691,Self Enquiry,Salaried,Male,Basic,Married,Executive
31,3,19,4,5,5,3,0,5,1,3,20711,Company Invited,Salaried,Male,Basic,Married,Executive
36,1,15,3,2,3,3,0,5,1,2,20947,Self Enquiry,Salaried,Male,Basic,Married,Executive
39,3,17,4,5,3,2,1,3,1,1,27418,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
36,1,16,2,3,5,1,1,5,1,1,23321,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
34,1,11,3,5,4,2,0,1,0,1,22516,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
40,1,15,2,3,3,1,0,4,1,1,28499,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
36,1,32,4,5,4,5,0,3,1,2,29581,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
39,1,6,2,1,3,1,0,3,1,0,24613,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
41,2,16,3,4,3,4,0,1,1,1,34141,Self Enquiry,Salaried,Male,King,Married,VP
37,1,13,3,4,4,8,0,4,0,2,23619,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
29,1,6,2,4,5,2,1,1,0,0,17319,Self Enquiry,Salaried,Female,Basic,Married,Executive
37,1,13,3,6,3,3,0,1,1,1,21419,Self Enquiry,Salaried,Male,Basic,Married,Executive
42,3,11,3,4,4,3,0,3,1,1,28033,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
35,1,17,3,4,5,3,0,4,0,1,24803,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
40,2,10,3,3,4,2,0,2,1,1,25067,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
32,1,7,4,2,4,3,0,3,1,3,26124,Company Invited,Salaried,Fe Male,Standard,Unmarried,Senior Manager
34,1,14,3,3,3,4,0,4,1,1,21142,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
32,1,6,3,3,3,1,0,5,0,0,17314,Company Invited,Salaried,Male,Basic,Married,Executive
23,1,18,3,3,3,2,0,5,1,0,17647,Self Enquiry,Salaried,Male,Basic,Single,Executive
39,1,6,3,4,3,2,0,3,0,1,27742,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
30,1,7,4,4,3,3,0,2,0,3,22438,Self Enquiry,Salaried,Female,Basic,Married,Executive
39,1,15,3,3,4,21,0,2,1,0,21782,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
34,3,20,2,3,3,2,1,5,1,0,17579,Self Enquiry,Large Business,Female,Basic,Married,Executive
25,1,16,3,5,4,3,0,5,0,2,21372,Company Invited,Salaried,Male,Basic,Married,Executive
22,3,25,4,4,3,2,1,5,0,2,21303,Company Invited,Small Business,Female,Deluxe,Married,Manager
41,1,9,3,5,3,2,1,3,1,2,21020,Self Enquiry,Small Business,Female,Basic,Single,Executive
32,1,22,4,4,3,3,0,4,1,1,21288,Company Invited,Small Business,Male,Basic,Married,Executive
27,3,30,3,5,3,2,1,2,1,1,22835,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
34,1,12,3,5,3,6,0,3,0,1,25797,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
28,3,15,3,3,3,2,0,3,1,1,20253,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
39,3,14,3,3,5,3,1,3,0,1,24283,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
31,1,21,3,3,3,2,0,4,1,2,17610,Company Invited,Small Business,Male,Basic,Divorced,Executive
34,1,9,2,3,3,1,0,2,1,0,22756,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
34,1,6,3,4,5,1,0,2,1,2,20343,Company Invited,Small Business,Male,Deluxe,Single,Manager
51,1,12,2,3,3,1,0,5,1,1,34537,Self Enquiry,Salaried,Male,King,Single,VP
38,1,18,4,4,3,6,0,3,0,2,22307,Self Enquiry,Small Business,Female,Basic,Unmarried,Executive
40,1,22,2,4,3,7,0,5,1,1,20094,Company Invited,Small Business,Male,Deluxe,Single,Manager
47,3,9,2,3,3,1,1,5,1,0,28770,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
41,1,13,4,4,3,2,0,5,1,3,31915,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
40,3,10,3,4,3,6,1,4,1,2,23916,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
39,1,22,4,5,3,2,1,5,1,2,30188,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
22,1,17,2,3,4,2,0,1,1,1,17244,Self Enquiry,Small Business,Female,Basic,Married,Executive
56,1,11,2,4,3,2,1,4,0,1,22713,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
38,1,26,4,4,4,6,0,4,0,2,21700,Self Enquiry,Salaried,Male,Basic,Married,Executive
32,1,22,4,4,3,3,0,4,1,3,21288,Company Invited,Small Business,Male,Basic,Divorced,Executive
26,1,9,4,2,5,2,0,2,1,3,22102,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
40,2,12,2,3,3,2,1,3,1,1,31437,Self Enquiry,Small Business,Male,Super Deluxe,Single,AVP
46,1,6,2,4,5,3,1,1,1,1,25673,Company Invited,Small Business,Male,Standard,Married,Senior Manager
35,1,14,2,1,3,2,0,5,1,1,17269,Self Enquiry,Salaried,Male,Basic,Married,Executive
57,3,13,3,3,5,2,0,3,1,1,31890,Company Invited,Salaried,Female,Super Deluxe,Divorced,AVP
47,3,7,4,4,5,3,0,1,1,3,29131,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
21,1,24,3,3,3,2,0,3,1,1,17693,Self Enquiry,Salaried,Female,Basic,Single,Executive
40,1,30,4,4,5,2,0,3,0,3,22582,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
38,1,35,2,3,3,2,0,3,1,0,17406,Company Invited,Salaried,Female,Deluxe,Single,Manager
41,1,15,4,4,5,4,1,1,0,1,25194,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
32,1,33,3,4,3,3,0,3,0,2,21589,Self Enquiry,Salaried,Male,Basic,Married,Executive
